#{"t_start": 1630088085.8697362, "env_id": null}
r,l,t
-8514.550601,300,20924.31882
-20028.56142,300,20924.729656
-25235.072725,300,20925.132687
-24060.467189,300,20925.547576
-14817.521988,300,20927.606832
-12474.353898,300,20928.041277
-10406.08623,300,20928.436028
-12512.184707,300,20928.858096
-9798.856781,300,20929.251645
-9859.903977,300,20929.66067
-40606.239784,300,20930.08298
-10437.186821,300,20932.146257
-11249.702362,300,20932.544371
-8395.486829,300,20932.962831
-12945.205529,300,20933.359863
-51086.254672,300,20933.756583
-32709.877647,300,20934.160291
-20089.182618,300,20936.215702
-10956.048372,300,20936.615818
-34685.663479,300,20937.012775
-7298.994837,300,20937.430668
-18568.196019,300,20937.828654
-11344.864878,300,20938.244319
-11242.117804,300,20938.66146
-13939.651781,300,20940.682033
-12192.227663,300,20941.081435
-15688.537182,300,20941.480407
-9037.130376,300,20941.898445
-9150.93207,300,20942.294778
-21172.127878,300,20942.691505
-29818.575154,300,20943.101755
-9383.323958,300,20945.114131
-19840.945203,300,20945.596424
-32895.796364,300,20946.027348
-34771.363313,300,20946.425839
-18466.304151,300,20946.832989
-32714.526713,300,20947.229882
-23802.963176,300,20947.648585
-17633.933696,300,20949.711853
-16135.155507,300,20950.111119
-18287.962799,300,20950.524964
-6401.239444,300,20950.926944
-44773.249971,300,20951.331887
-12486.254911,300,20951.752347
-15430.191896,300,20952.151356
-12341.215677,300,20954.278445
-22839.079167,300,20954.794919
-7253.66052,300,20955.21399
-33666.193731,300,20955.615475
-14594.360614,300,20956.02705
-10505.4699,300,20956.451319
-7841.233679,300,20958.481069
-7128.752282,300,20958.880972
-10845.299353,300,20959.297417
-8661.42102,300,20959.775815
-35912.969064,300,20960.185964
-10590.394181,300,20960.584455
-12884.955896,300,20961.001196
-43205.077062,300,20963.030292
-7664.523608,300,20963.435766
-12913.706069,300,20963.850021
-26105.211381,300,20964.24742
-13280.684172,300,20964.645159
-5717.46295,300,20965.059803
-4108.141736,300,20965.449453
-46204.313295,300,20967.597985
-16143.704071,300,20968.033077
-7623.78712,300,20968.450497
-12641.140526,300,20968.846104
-44200.31196,300,20969.242605
-8948.835131,300,20969.659331
-10887.161189,300,20970.051106
-20552.722049,300,20972.168697
-34580.182329,300,20972.580306
-7248.327824,300,20972.975323
-41849.989926,300,20973.36466
-29276.850691,300,20973.758668
-9386.374589,300,20974.175971
-41058.689432,300,20974.568089
-29626.930083,300,20976.663415
-5624.88216,300,20977.076266
-8936.201985,300,20977.599357
-8149.358171,300,20977.999516
-12092.919594,300,20978.549317
-19598.923658,300,20978.950481
-8476.515221,300,20979.346435
-25612.597675,300,20981.368404
-33187.371317,300,20981.79085
-9300.605465,300,20982.193444
-20306.525133,300,20982.592192
-9711.604481,300,20983.009853
-6952.42793,300,20983.408821
-24123.767252,300,20985.440688
-29456.834521,300,20985.858122
-11768.085096,300,20986.251422
-11217.276686,300,20986.650809
-11274.594117,300,20987.047647
-59199.382368,300,20987.46307
-15797.889882,300,20987.866067
-7887.690618,300,20989.890216
-12417.198052,300,20990.300704
-25674.678613,300,20990.708094
-33186.936315,300,20991.114402
-23626.956628,300,20991.531322
-24329.393896,300,20991.932646
-27495.592623,300,20992.343705
-18449.541851,300,20994.390541
-18580.657959,300,20994.809275
-10355.694967,300,20995.207255
-15240.623773,300,20995.600225
-10073.216518,300,20996.013319
-38723.955029,300,20996.409888
-7035.322657,300,20996.805615
-4804.316014,300,20998.850704
-21048.909276,300,20999.247763
-11886.845084,300,20999.643973
-13742.019469,300,21000.05007
-66526.471898,300,21000.463775
-15530.843367,300,21000.861358
-39635.566178,300,21001.427263
-31659.715477,300,21003.427483
-8137.445246,300,21003.828596
-23096.023067,300,21004.233527
-13099.42871,300,21004.650535
-5643.30979,300,21005.048068
-52536.68351,300,21005.448234
-18629.430529,300,21005.860496
-9965.039111,300,21007.918209
-36676.784859,300,21008.314167
-53179.868498,300,21008.712154
-47347.127525,300,21009.126773
-7070.611416,300,21009.521049
-29192.654367,300,21009.917132
-6075.774163,300,21011.959094
-48204.737028,300,21012.364616
-9570.386153,300,21012.778323
-7023.226539,300,21013.168667
-11378.474447,300,21013.579623
-9184.400031,300,21013.974729
-30688.338805,300,21014.36627
-33990.488382,300,21016.507098
-18588.824454,300,21016.912759
-10072.529717,300,21017.308688
-56369.168753,300,21017.726964
-36943.49044,300,21018.179136
-39063.564191,300,21018.681759
-4393.063392,300,21019.184336
-13254.072509,300,21021.268809
-30229.184624,300,21021.745182
-21665.294119,300,21022.143239
-6078.847205,300,21022.558396
-10388.827805,300,21022.96708
-16320.985101,300,21023.410916
-43226.818949,300,21023.825518
-35470.021579,300,21025.881548
-25516.405113,300,21026.292199
-7091.2991,300,21026.700151
-29814.19838,300,21027.113188
-8013.15028,300,21027.509062
-5966.035686,300,21027.901513
-25601.262945,300,21028.316655
-36643.041709,300,21030.396677
-11658.241247,300,21030.80515
-40193.396211,300,21031.217011
-14279.456515,300,21031.63202
-35461.971997,300,21032.029342
-3695.77553,300,21032.426965
-13787.875505,300,21032.848325
-5573.739762,300,21034.885558
-19390.654892,300,21035.296421
-25991.143247,300,21035.715053
-36246.37983,300,21036.125662
-13432.996043,300,21036.523141
-30712.514784,300,21036.941054
-12764.891008,300,21039.008671
-7322.393478,300,21039.404977
-9515.982708,300,21039.811716
-13688.508427,300,21040.233224
-10482.655082,300,21040.634065
-7642.708167,300,21041.040056
-4609.676276,300,21041.462582
-21650.059891,300,21043.548876
-19224.292195,300,21043.944655
-15448.497086,300,21044.364726
-18911.676859,300,21044.762362
-39688.816045,300,21045.157863
-3602.389786,300,21045.550936
-11412.359166,300,21045.967295
-6881.588336,300,21047.96065
-12057.876155,300,21048.358631
-31448.577888,300,21048.772954
-5628.090379,300,21049.16371
-11679.546752,300,21049.556489
-7610.905889,300,21049.966386
-9891.134034,300,21050.364188
-9252.976795,300,21052.575454
-21296.057111,300,21053.242141
-29873.509817,300,21053.844106
-11500.742923,300,21054.242368
-25525.23279,300,21054.677198
-15693.68468,300,21055.176767
-12530.012933,300,21055.597919
-40286.063212,300,21057.693808
-19735.047051,300,21058.110455
-26809.359011,300,21058.507293
-21759.741086,300,21058.899653
-21582.904845,300,21059.295758
-12189.50936,300,21059.709672
-23825.307199,300,21061.756408
-22211.547744,300,21062.148215
-6957.992111,300,21062.563314
-6360.47826,300,21062.959739
-40630.987389,300,21063.356665
-37726.258432,300,21063.772497
-29130.575061,300,21064.167853
-23993.025032,300,21066.244133
-17722.384904,300,21066.913233
-5258.670565,300,21067.577947
-15457.545151,300,21067.977073
-19395.54244,300,21068.375933
-47390.689158,300,21068.793035
-8089.485303,300,21069.192647
-40280.703844,300,21071.31451
-7350.016683,300,21071.730876
-17734.286452,300,21072.131329
-7056.338801,300,21072.600977
-31675.350511,300,21073.044083
-18481.01579,300,21073.463194
-35195.35497,300,21073.863825
-30794.819763,300,21075.890263
-10096.104832,300,21076.541548
-20748.769342,300,21076.939359
-5675.250585,300,21077.333005
-29423.695492,300,21077.751098
-18478.103422,300,21078.150666
-6799.468429,300,21078.54783
-4370.423411,300,21080.590611
-13974.568771,300,21081.00952
-36930.513479,300,21081.410247
-68986.616301,300,21081.809503
-15203.549148,300,21082.226866
-8829.781044,300,21082.624403
-16083.993356,300,21083.023356
-5236.167857,300,21085.059621
-2836.601555,300,21085.456098
-33338.639037,300,21085.909752
-48509.146685,300,21086.407172
-26004.249012,300,21086.84312
-16824.942232,300,21087.241268
-8027.531697,300,21089.273689
-39877.677235,300,21089.976807
-42562.144526,300,21090.649077
-5755.790822,300,21091.322828
-25702.461587,300,21092.029578
-8676.223596,300,21092.441448
-40599.190062,300,21092.842438
-12667.728959,300,21094.895406
-8582.549998,300,21095.314037
-43192.209397,300,21095.715088
-7319.665486,300,21096.115482
-28882.343395,300,21096.533769
-7704.003554,300,21096.938873
-15559.738396,300,21097.339311
-5291.204537,300,21099.375603
-40529.043236,300,21099.775458
-9544.165392,300,21100.175248
-40154.602578,300,21100.576513
-8827.49237,300,21100.994257
-11820.794856,300,21101.39605
-36451.457319,300,21101.797293
-72451.223642,300,21103.877291
-14618.840817,300,21104.276501
-4268.081028,300,21104.674293
-16218.838038,300,21105.09124
-12900.559657,300,21105.545023
-43113.388838,300,21105.95746
-7605.885134,300,21106.357825
-31022.379401,300,21108.465984
-7690.910875,300,21108.866808
-7238.133095,300,21109.267
-37888.99133,300,21109.692724
-15460.664437,300,21110.095721
-2482.911475,300,21110.496063
-34031.490006,300,21110.916759
-15635.221553,300,21112.955299
-39258.33083,300,21113.356351
-15258.644974,300,21113.757703
-12588.765708,300,21114.176281
-12228.432699,300,21114.576931
-73021.581567,300,21114.977969
-6238.518458,300,21117.127958
-4472.695809,300,21117.528911
-13325.994343,300,21117.997901
-13244.992258,300,21118.69862
-7623.868816,300,21119.374637
-9802.306949,300,21119.86456
-20859.689553,300,21120.265294
-12322.313639,300,21122.44433
-13388.470424,300,21122.95086
-9374.750404,300,21123.450803
-16467.642476,300,21123.899138
-24946.819285,300,21124.464414
-32565.753087,300,21124.860733
-45832.9867,300,21125.275021
-10144.266215,300,21127.289824
-27727.174169,300,21127.681615
-12684.269302,300,21128.07863
-9391.881008,300,21128.49279
-14332.830244,300,21128.890991
-43667.851993,300,21129.314243
-47190.061243,300,21129.73365
-37798.40285,300,21131.762354
-40344.864644,300,21132.163081
-26154.156791,300,21132.581962
-47582.408018,300,21133.005003
-15039.179957,300,21133.406022
-15575.433201,300,21133.806395
-8867.192026,300,21134.229093
-6762.871423,300,21136.257879
-12826.245405,300,21136.655374
-10166.829927,300,21137.074615
-10530.049976,300,21137.474413
-8136.006479,300,21137.875362
-7723.747186,300,21138.293047
-8515.314798,300,21138.690669
-9536.180999,300,21140.778325
-4206.456925,300,21141.178888
-3045.116739,300,21141.608794
-9129.092988,300,21142.021487
-9999.146633,300,21142.422642
-13099.236804,300,21142.839379
-12312.680822,300,21144.893855
-9808.460328,300,21145.292243
-21210.932056,300,21145.707077
-38550.092439,300,21146.099624
-44229.125486,300,21146.496395
-18083.475277,300,21146.895574
-18643.485335,300,21147.312771
-16206.576012,300,21149.394322
-7409.138166,300,21149.791564
-21194.365879,300,21150.30434
-19427.289941,300,21150.749689
-18288.188927,300,21151.164704
-9021.968115,300,21151.582383
-8572.881159,300,21151.982509
-11370.539688,300,21154.2337
-3376.777261,300,21154.657058
-3931.413461,300,21155.125731
-12626.766022,300,21155.525568
-37405.674689,300,21155.927773
-10774.613695,300,21156.34536
-13514.721246,300,21156.743738
-33204.313273,300,21158.760542
-25440.697566,300,21159.177173
-40387.827709,300,21159.577521
-3814.185725,300,21159.977695
-19389.3926,300,21160.530155
-28017.829871,300,21161.238653
-27896.431045,300,21161.714649
-28426.440722,300,21163.783255
-45055.698587,300,21164.259027
-11890.034403,300,21164.665764
-9429.425888,300,21165.061666
-7098.299709,300,21165.478137
-7352.720515,300,21165.877519
-41391.716162,300,21167.883137
-8162.604127,300,21168.288835
-32897.603848,300,21168.70885
-13580.615292,300,21169.106375
-13659.739485,300,21169.504646
-24290.628141,300,21169.92622
-11720.606144,300,21170.329292
-30177.165209,300,21172.394861
-14107.745511,300,21173.047859
-46169.18015,300,21173.443207
-13060.929467,300,21173.838929
-31958.011534,300,21174.239547
-19784.93346,300,21174.654736
-8479.153017,300,21175.048043
-35618.879755,300,21177.158071
-5050.885997,300,21177.841627
-23464.901031,300,21178.238101
-13176.858469,300,21178.880294
-13799.891144,300,21179.488239
-28759.464785,300,21179.892891
-7547.786813,300,21180.293869
-10584.595546,300,21182.316208
-11338.224794,300,21182.729203
-7383.639398,300,21183.128379
-39317.331271,300,21183.531761
-7086.713752,300,21183.953966
-9737.623037,300,21184.355546
-42813.883025,300,21184.755609
-42915.234923,300,21186.844299
-47128.033629,300,21187.246627
-8226.250518,300,21187.644621
-6854.510594,300,21188.0416
-42458.751244,300,21188.461562
-31282.750216,300,21188.873044
-35974.521487,300,21189.275913
-32053.29804,300,21191.308353
-23544.372072,300,21191.697889
-46619.045272,300,21192.097743
-4288.298757,300,21192.514642
-9808.05397,300,21192.914475
-4708.095768,300,21193.312085
-11716.97704,300,21195.332808
-20592.708665,300,21195.748197
-13552.038791,300,21196.144467
-9467.953897,300,21196.545746
-13170.333111,300,21196.963343
-17479.14151,300,21197.36174
-4185.283812,300,21197.762183
-16306.610361,300,21199.747099
-16819.028623,300,21200.144125
-40373.738795,300,21200.549162
-5734.09679,300,21200.946341
-52831.461745,300,21201.365825
-18327.26047,300,21201.762139
-14053.214961,300,21202.164519
-10918.870668,300,21204.213867
-5060.800552,300,21204.615854
-34218.894532,300,21205.013739
-35342.838124,300,21205.430876
-19728.724785,300,21206.078313
-15587.904404,300,21206.474755
-7318.547519,300,21206.875773
-36342.605886,300,21209.031167
-23768.0067,300,21209.429274
-36651.526283,300,21209.840486
-14769.140041,300,21210.255053
-17870.734301,300,21210.654833
-7272.556379,300,21211.049201
-18679.49404,300,21211.553738
-7465.919833,300,21213.721686
-13065.454353,300,21214.140525
-10592.95216,300,21214.547523
-10139.170794,300,21214.971308
-10777.787604,300,21215.373575
-8702.283602,300,21215.76405
-11714.295639,300,21216.18765
-10650.470751,300,21218.191877
-11155.375113,300,21218.603025
-36850.760882,300,21219.014649
-43962.137498,300,21219.410836
-14457.524661,300,21219.805819
-8989.852281,300,21220.200608
-12213.708528,300,21222.196239
-10622.405067,300,21222.598082
-58384.114218,300,21222.994088
-18762.882673,300,21223.406357
-39673.182402,300,21223.795162
-16940.597973,300,21224.189182
-7038.039046,300,21224.595162
-37141.236093,300,21226.564785
-20956.785015,300,21226.960861
-6057.446603,300,21227.358263
-7845.394726,300,21227.775684
-39671.688614,300,21228.165325
-10272.152526,300,21228.563208
-32218.315052,300,21228.987272
-6406.625362,300,21230.991976
-18949.039011,300,21231.388727
-4617.668393,300,21231.929617
-8415.907515,300,21232.464159
-34198.811257,300,21232.860123
-7503.096193,300,21233.257806
-3325.567239,300,21233.672533
-39985.40595,300,21235.665273
-14751.521703,300,21236.062888
-7270.733156,300,21236.477329
-17103.983616,300,21236.875191
-8890.143757,300,21237.272175
-57748.236734,300,21237.689278
-16147.516556,300,21238.082343
-48600.305193,300,21240.150306
-5005.96327,300,21240.541972
-23692.528221,300,21240.955433
-11865.855849,300,21241.345438
-7501.768096,300,21241.753396
-43515.227837,300,21242.229609
-23083.644401,300,21242.719263
-33423.905333,300,21244.803319
-62747.658175,300,21245.211894
-12575.03723,300,21245.605669
-9249.47249,300,21245.996953
-20035.185774,300,21246.389472
-24702.071838,300,21246.79675
-39403.568753,300,21248.770927
-21503.036021,300,21249.160584
-10497.770701,300,21249.574204
-18972.492374,300,21249.970907
-13212.497894,300,21250.427346
-30046.224596,300,21250.855057
-5538.076453,300,21251.321662
-12139.255759,300,21253.390423
-11073.087367,300,21254.01355
-34297.379579,300,21254.546834
-37228.171957,300,21254.946465
-22927.967765,300,21255.354738
-10545.45994,300,21255.779395
-9638.358456,300,21256.179816
-28056.312379,300,21258.186053
-5301.229081,300,21258.607226
-16409.413204,300,21259.003826
-20875.278764,300,21259.409973
-27095.353674,300,21259.810549
-20828.739851,300,21260.228714
-6838.98737,300,21260.627143
-7885.851737,300,21262.780913
-6040.237578,300,21263.29758
-24325.050278,300,21263.696735
-6597.850532,300,21264.09505
-56309.000684,300,21264.51316
-42994.127675,300,21264.911804
-44815.151433,300,21265.31364
-34224.21363,300,21267.324087
-16437.018366,300,21267.741562
-12697.20397,300,21268.272972
-42562.06933,300,21268.703642
-16965.893186,300,21269.122948
-14177.377073,300,21269.522497
-73259.570187,300,21269.923154
-4075.939649,300,21271.944543
-34497.290207,300,21272.548195
-32358.784699,300,21273.070213
-7715.944332,300,21273.471109
-11277.83275,300,21273.891693
-40655.954902,300,21274.289324
-12486.319287,300,21276.29406
-9656.453259,300,21276.714632
-10924.366484,300,21277.208366
-10283.832197,300,21277.62081
-28325.98734,300,21278.047736
-9105.912112,300,21278.463609
-12522.179187,300,21278.869167
-16753.673715,300,21280.952402
-7666.815154,300,21281.556616
-47790.751527,300,21281.950846
-39306.674388,300,21282.346452
-10454.665745,300,21282.774951
-12189.939088,300,21283.186069
-28532.669617,300,21283.672485
-7985.498102,300,21285.741817
-7369.1182,300,21286.142901
-38284.236582,300,21286.554496
-24925.49745,300,21287.005311
-34675.795211,300,21287.441022
-11818.454291,300,21287.838714
-6367.044323,300,21288.235947
-11739.302309,300,21290.274261
-19523.054332,300,21290.677442
-45813.086296,300,21291.090461
-5379.925615,300,21291.511002
-13469.37629,300,21291.907994
-18226.69389,300,21292.308439
-3466.246292,300,21292.792298
-17524.196949,300,21294.809028
-8832.711958,300,21295.208606
-38968.222289,300,21295.608793
-27317.550334,300,21296.02862
-11913.970001,300,21296.435102
-15117.655208,300,21296.828366
-20357.36897,300,21298.82298
-47782.068207,300,21299.236024
-36363.042766,300,21299.628252
-40576.347835,300,21300.035097
-40950.417414,300,21300.458863
-50949.933633,300,21300.85728
-8433.862302,300,21301.268752
-6651.79151,300,21303.410278
-12789.215584,300,21303.812287
-34652.009333,300,21304.209301
-6941.179556,300,21304.625646
-29515.655169,300,21305.073205
-7184.349039,300,21305.46266
-19706.127288,300,21305.870191
-15716.617756,300,21307.970104
-48829.671269,300,21308.369344
-34915.233423,300,21308.769096
-17934.655246,300,21309.187015
-32088.106062,300,21309.58544
-10874.962596,300,21309.980139
-11428.448643,300,21310.406626
-36616.195656,300,21312.476855
-4566.487923,300,21312.871111
-63191.813942,300,21313.271765
-14221.337893,300,21313.687
-7341.083252,300,21314.084902
-39809.455711,300,21314.48861
-10265.622935,300,21315.05413
-41773.436063,300,21317.093443
-4980.476355,300,21317.504677
-29544.7703,300,21317.918764
-61233.481628,300,21318.311255
-40142.07954,300,21318.709932
-9550.887254,300,21319.105331
-14390.841523,300,21319.524106
-7639.701855,300,21321.545558
-34068.234813,300,21321.944796
-39289.710446,300,21322.372083
-45504.824852,300,21322.780685
-42313.164014,300,21323.177561
-34887.540947,300,21323.607898
-18203.234911,300,21325.62124
-12082.547033,300,21326.031094
-16293.442768,300,21326.530662
-39261.656659,300,21327.036313
-15000.485478,300,21327.435448
-11094.702393,300,21327.83343
-13077.600588,300,21328.254972
-4159.51943,300,21330.319018
-18144.261428,300,21330.975386
-8450.248892,300,21331.48875
-33794.779917,300,21331.897081
-36187.265713,300,21332.303651
-12583.078679,300,21332.701206
-19956.10442,300,21333.11786
-29397.4494,300,21335.194388
-14330.021837,300,21335.608696
-38392.550577,300,21336.020551
-31286.057907,300,21336.459308
-40885.86459,300,21336.902712
-8732.253463,300,21337.328962
-5789.629906,300,21337.745757
-54599.866843,300,21339.758254
-9097.515751,300,21340.154591
-9381.655186,300,21340.642425
-4660.407739,300,21341.302178
-4764.746622,300,21341.827716
-9559.924846,300,21342.313102
-28857.522875,300,21342.728533
-30327.919013,300,21344.739136
-15349.449172,300,21345.155662
-8653.308084,300,21345.552827
-5409.672269,300,21345.946873
-5996.727794,300,21346.35504
-10225.552935,300,21346.770212
-43360.336327,300,21347.168975
-12106.150675,300,21349.137744
-20387.505919,300,21349.553786
-46610.86805,300,21349.952034
-43001.505078,300,21350.356321
-13259.428751,300,21350.784285
-11369.45427,300,21351.180193
-25128.291269,300,21353.223714
-11891.465033,300,21353.624202
-47940.315132,300,21354.038677
-7431.57092,300,21354.437538
-40486.271879,300,21354.843371
-13782.439514,300,21355.26142
-3418.012636,300,21355.655971
-15639.637034,300,21357.843873
-6607.940443,300,21358.259809
-6674.1104,300,21358.66354
-22771.511761,300,21359.076674
-4310.747653,300,21359.488329
-14564.472728,300,21359.905506
-9047.607512,300,21360.305825
-12316.365833,300,21362.405361
-7241.048195,300,21362.92275
-31097.834421,300,21363.326444
-16513.203768,300,21363.915008
-9563.748135,300,21364.337111
-5469.519822,300,21364.738435
-72249.057122,300,21365.139027
-8375.427922,300,21367.203395
-12183.646854,300,21367.613291
-11048.700922,300,21368.007897
-18568.839117,300,21368.408289
-8196.1148,300,21368.822376
-36851.310263,300,21369.221846
-9717.409018,300,21369.622725
-26552.381618,300,21371.656634
-20701.473229,300,21372.058243
-51799.262166,300,21372.455011
-9895.353323,300,21372.85238
-13588.059827,300,21373.267545
-19172.989555,300,21373.658876
-30100.630178,300,21374.053101
-8566.998062,300,21376.204643
-21933.837789,300,21376.617254
-91823.917354,300,21377.019599
-19342.865206,300,21377.43841
-12515.754797,300,21377.839275
-13131.375424,300,21378.242704
-10515.175503,300,21380.205961
-27488.133011,300,21380.635634
-41297.24036,300,21381.028691
-10482.709147,300,21381.426523
-25804.547125,300,21381.841578
-10139.507162,300,21382.251494
-16545.145743,300,21382.662927
-19752.870584,300,21384.670143
-31008.738727,300,21385.085781
-24553.654676,300,21385.484302
-39108.523883,300,21385.873466
-11666.583089,300,21386.292812
-17672.316939,300,21386.688034
-17993.994388,300,21387.088436
-17546.45762,300,21389.128935
-16554.16848,300,21389.526303
-48762.249114,300,21389.92155
-6246.784105,300,21390.33571
-35241.005891,300,21390.727618
-14182.849811,300,21391.123517
-15134.418674,300,21391.524433
-21506.41644,300,21393.539941
-11324.755485,300,21394.001093
-29410.799623,300,21394.400224
-24142.083146,300,21394.818801
-35307.631819,300,21395.221415
-9361.387214,300,21395.617298
-80527.598437,300,21396.033953
-35344.353061,300,21398.068887
-11819.856025,300,21398.461651
-8965.355447,300,21398.856653
-12154.262535,300,21399.288547
-7222.949315,300,21399.694659
-10736.750323,300,21400.100584
-48255.95527,300,21402.073133
-8160.485761,300,21402.467522
-16955.455004,300,21402.858581
-11337.452999,300,21403.271417
-38798.608221,300,21403.667789
-17724.147426,300,21404.068126
-9440.91442,300,21404.461978
-23107.196171,300,21406.487587
-35631.69356,300,21406.875222
-10434.793382,300,21407.277798
-26763.231622,300,21407.700303
-20070.21937,300,21408.088877
-2775.430329,300,21408.493739
-21707.690043,300,21408.943733
-13623.740452,300,21411.026898
-27390.832626,300,21411.421777
-25439.839257,300,21411.820214
-38530.936358,300,21412.235722
-6293.803881,300,21412.651002
-14429.452733,300,21413.067669
-35649.462294,300,21413.499959
-8742.707627,300,21415.536334
-12708.761794,300,21415.950249
-13842.514446,300,21416.368677
-21271.690461,300,21416.758298
-27884.390995,300,21417.173589
-19822.310488,300,21417.573172
-11025.096279,300,21418.100256
-10186.787663,300,21420.371005
-40164.446963,300,21420.860461
-50722.656295,300,21421.293455
-47246.22996,300,21421.701408
-14655.319765,300,21422.091008
-9978.360705,300,21422.504422
-24341.234645,300,21422.894016
-7496.352478,300,21424.905231
-10943.252426,300,21425.311901
-19890.84903,300,21425.737588
-13213.409731,300,21426.135614
-24084.391268,300,21426.528477
-45209.483041,300,21426.950166
-34233.196719,300,21428.95581
-51154.093991,300,21429.344512
-42088.308442,300,21429.757707
-36470.247262,300,21430.150706
-20290.975504,300,21430.541553
-42774.595246,300,21430.945069
-70492.047702,300,21431.367742
-6733.92437,300,21433.361864
-40587.419513,300,21433.773742
-6491.957569,300,21434.188702
-21325.8396,300,21434.590185
-5513.163098,300,21435.071238
-40387.900994,300,21435.511699
-24191.622628,300,21435.987527
-31742.411969,300,21438.017684
-7509.457727,300,21438.423659
-39854.372524,300,21438.850017
-48273.810575,300,21439.242801
-6985.498405,300,21439.639247
-48906.984727,300,21440.07041
-35426.517907,300,21440.509119
-21632.216485,300,21442.507923
-14606.090089,300,21442.933616
-14892.43042,300,21443.328605
-6113.763232,300,21443.736253
-17253.418028,300,21444.159106
-9924.159332,300,21444.574725
-17141.195373,300,21444.969164
-6666.464217,300,21446.999937
-49022.116274,300,21447.424601
-25516.571337,300,21447.827641
-5801.370746,300,21448.222868
-10401.073667,300,21448.639038
-7994.533358,300,21449.039126
-83442.749821,300,21449.436167
-38038.770706,300,21451.659055
-51740.263967,300,21452.076054
-69590.736332,300,21452.484524
-64733.180508,300,21452.891538
-49826.99216,300,21453.310372
-44505.915515,300,21453.719837
-39170.501349,300,21455.750418
-11785.676831,300,21456.173303
-63812.212277,300,21456.575463
-14036.556611,300,21456.985511
-65537.922059,300,21457.384286
-7394.867038,300,21457.80482
-19590.409147,300,21458.241831
-16400.384569,300,21460.250066
-45886.878001,300,21460.662208
-31955.950599,300,21461.053136
-21264.02269,300,21461.456877
-23202.585068,300,21461.887104
-22881.855602,300,21462.285714
-81759.981488,300,21462.677927
-58140.181888,300,21464.750079
-44653.657257,300,21465.167776
-9204.161156,300,21465.569511
-7735.092168,300,21465.973419
-15202.147428,300,21466.388145
-12049.86532,300,21466.80003
-26242.529131,300,21467.201596
-9908.806457,300,21469.299522
-37899.37581,300,21469.693475
-29218.548973,300,21470.193733
-42817.250246,300,21470.653663
-30266.364606,300,21471.197195
-55064.853337,300,21471.710974
-6497.660687,300,21472.14003
-12057.521421,300,21474.194184
-35984.120436,300,21474.745366
-23232.502052,300,21475.187329
-7709.758372,300,21475.603217
-42788.2034,300,21476.017412
-11662.246797,300,21476.42517
-16654.763113,300,21476.838235
-48494.882797,300,21478.905937
-18025.768369,300,21479.306912
-78155.254205,300,21479.706618
-21179.00594,300,21480.122321
-4245.91129,300,21480.549571
-17015.929373,300,21480.941157
-15710.67148,300,21483.067004
-8545.780791,300,21483.506404
-36937.790482,300,21483.905409
-13463.860121,300,21484.307379
-46808.322489,300,21484.726468
-6362.54457,300,21485.126022
-30302.942554,300,21485.541242
-24045.229882,300,21487.693329
-9366.420272,300,21488.167185
-9334.881035,300,21488.576583
-30949.423781,300,21489.005805
-9049.836882,300,21489.418383
-6661.419238,300,21489.819484
-66115.899867,300,21490.219994
-15273.953617,300,21492.286583
-21841.217505,300,21492.684947
-31729.747938,300,21493.086561
-22721.466887,300,21493.505918
-63914.075549,300,21493.903613
-6631.191667,300,21494.306643
-25905.417263,300,21494.723598
-34427.594401,300,21496.800445
-27742.039488,300,21497.269831
-51579.558817,300,21497.903305
-4168.726581,300,21498.322224
-10546.570413,300,21498.737504
-78088.323408,300,21499.150573
-20495.545379,300,21499.567494
-9566.792832,300,21501.603274
-24718.858598,300,21502.071391
-50301.165935,300,21502.773636
-45169.513135,300,21503.240818
-5322.633059,300,21503.640838
-9699.793261,300,21504.040169
-48885.247151,300,21506.094236
-8145.156358,300,21506.492821
-2732.151029,300,21506.904088
-33676.928764,300,21507.323736
-62820.138457,300,21507.723085
-13621.469181,300,21508.122086
-7243.351932,300,21508.539465
-17441.607181,300,21510.538322
-17094.089668,300,21510.934659
-6948.69294,300,21511.332657
-8707.949303,300,21511.756053
-7064.097884,300,21512.159509
-13222.519246,300,21512.561158
-5494.108787,300,21512.977562
-10093.091482,300,21515.044032
-52690.827313,300,21515.441862
-16434.689794,300,21515.866456
-7956.591709,300,21516.272871
-21985.245704,300,21516.67268
-8947.526935,300,21517.071257
-42625.795771,300,21517.493286
-5429.511426,300,21519.573455
-6015.054383,300,21519.972462
-33374.853096,300,21520.387451
-35559.606666,300,21520.785151
-8866.186659,300,21521.183636
-4591.624757,300,21521.602087
-13910.805774,300,21521.998742
-20362.244279,300,21524.018808
-9098.901826,300,21524.41844
-12243.994578,300,21524.834463
-7095.443005,300,21525.234315
-43852.772366,300,21525.634693
-18538.677396,300,21526.054907
-38507.357896,300,21526.456108
-60960.498805,300,21528.588971
-19753.961185,300,21529.006152
-15234.005552,300,21529.404672
-42794.824159,300,21529.803986
-12050.561437,300,21530.202774
-3091.710263,300,21530.621847
-29889.513897,300,21532.660207
-8278.156307,300,21533.059201
-7162.384839,300,21533.504269
-40801.312445,300,21533.902555
-8446.291435,300,21534.36902
-54167.308842,300,21535.002583
-22750.48711,300,21535.399986
-84309.008693,300,21537.416196
-48846.001815,300,21537.808901
-26816.938311,300,21538.225146
-12388.823834,300,21538.624429
-71225.632294,300,21539.024207
-5898.878656,300,21539.439857
