#{"t_start": 1630088085.8697362, "env_id": null}
r,l,t
-21928.444201,300,1933.480692
-19575.129719,300,1933.884641
-70087.064911,300,1934.281681
-43635.211217,300,1934.688861
-23627.216172,300,1935.094111
-94065.355454,300,1937.151867
-28625.464173,300,1937.551219
-11059.444122,300,1937.962874
-61324.821051,300,1938.363939
-8122.4217,300,1938.765705
-16768.310384,300,1939.169246
-60486.555929,300,1939.581835
-84599.380131,300,1941.636208
-9406.18999,300,1942.035658
-18958.909898,300,1942.44495
-119598.085488,300,1942.837951
-12721.490705,300,1943.246149
-24240.637156,300,1943.653358
-10877.229882,300,1944.052619
-71011.024303,300,1946.119121
-20396.980011,300,1946.517714
-161668.336236,300,1946.926207
-11086.990492,300,1947.417556
-21528.604155,300,1947.821558
-27669.788296,300,1948.232643
-16692.186781,300,1950.270416
-20628.735609,300,1950.669343
-35169.340893,300,1951.078269
-62724.56528,300,1951.475904
-15718.903191,300,1951.871842
-36815.212286,300,1952.270851
-23522.238336,300,1952.678131
-3101.725121,300,1954.716415
-16506.696728,300,1955.120232
-27674.531391,300,1955.528257
-90962.114647,300,1955.92805
-38902.837611,300,1956.326292
-11814.874417,300,1956.736683
-56060.516813,300,1957.138078
-82043.151922,300,1959.259105
-103784.431446,300,1959.665206
-8468.098311,300,1960.076819
-8361.391177,300,1960.47713
-22049.799759,300,1960.878039
-27004.756754,300,1961.294467
-46280.879135,300,1961.69893
-43945.385943,300,1963.730562
-45902.316773,300,1964.142373
-67208.056633,300,1964.552526
-40769.802208,300,1964.953144
-18501.344621,300,1965.358951
-75080.927311,300,1965.767127
-39390.871029,300,1966.168134
-6866.174455,300,1968.282766
-14391.383421,300,1968.763394
-134122.236219,300,1969.162737
-89482.546741,300,1969.561796
-47888.574218,300,1969.968652
-31272.752609,300,1970.375948
-14142.589911,300,1970.784171
-76468.382623,300,1972.81636
-61567.145975,300,1973.338096
-51497.799651,300,1974.004756
-47862.58267,300,1974.431121
-53208.524363,300,1974.845614
-37514.269558,300,1975.235832
-68117.903133,300,1977.517301
-41440.82042,300,1977.928267
-28548.747853,300,1978.328975
-28833.400144,300,1978.732976
-48832.075514,300,1979.130914
-32662.479974,300,1979.542911
-10470.889251,300,1979.948805
-11878.367764,300,1982.008999
-19459.235503,300,1982.419876
-12431.716558,300,1982.828881
-85484.138749,300,1983.232025
-16822.028733,300,1983.646544
-64560.942163,300,1984.047551
-6128.18423,300,1984.593491
-89473.365298,300,1986.693851
-31728.782607,300,1987.098339
-16858.170859,300,1987.495811
-28881.405668,300,1987.894821
-10511.743321,300,1988.30053
-8470.49787,300,1988.697884
-30869.921949,300,1989.101314
-22934.486212,300,1991.126993
-24170.338737,300,1991.513954
-49901.897402,300,1991.903769
-30452.698083,300,1992.297331
-14898.372075,300,1992.703821
-54391.915058,300,1993.094436
-24649.650549,300,1993.677176
-25336.943728,300,1995.950633
-47236.601334,300,1996.348973
-56325.895565,300,1996.852778
-22928.442146,300,1997.426057
-30304.102695,300,1997.81897
-17696.125897,300,1998.216947
-38270.724713,300,1998.614571
-32941.610819,300,2000.864893
-58254.029043,300,2001.263561
-25627.229711,300,2001.659965
-29628.235305,300,2002.064817
-85863.925668,300,2002.463565
-83748.021657,300,2002.860283
-10668.237797,300,2004.932851
-7419.043892,300,2005.599712
-47888.882814,300,2006.028599
-19520.254376,300,2006.419205
-90563.563461,300,2006.827543
-71106.870317,300,2007.219907
-8181.569015,300,2007.61414
-26174.132374,300,2009.629608
-90514.216356,300,2010.026533
-58505.421498,300,2010.518018
-66245.14395,300,2010.928317
-33917.412543,300,2011.415214
-16766.672825,300,2011.815452
-78937.818457,300,2012.212842
-92778.842265,300,2014.326946
-17934.684202,300,2014.725862
-9304.891173,300,2015.120311
-53898.865068,300,2015.529105
-158265.266487,300,2015.925695
-96237.319083,300,2016.326507
-43195.069753,300,2016.732454
-50587.498881,300,2018.742096
-31214.448521,300,2019.135557
-40879.029592,300,2019.543476
-32076.106111,300,2020.030287
-15335.866258,300,2020.430317
-57466.631081,300,2020.829897
-55669.712373,300,2021.236178
-22126.110596,300,2023.259928
-99617.407708,300,2023.654176
-84279.456187,300,2024.06168
-60302.071158,300,2024.460215
-87636.158912,300,2024.855871
-58083.244196,300,2025.251436
-18344.616189,300,2025.660728
-27162.394152,300,2027.678268
-89488.996933,300,2028.075549
-13419.608272,300,2028.481704
-13552.060255,300,2028.879262
-8601.008248,300,2029.278021
-34698.717767,300,2029.685319
-32686.659549,300,2031.699897
-22196.870769,300,2032.095927
-55106.910822,300,2032.492792
-9783.353137,300,2032.896822
-49829.731436,300,2033.29301
-5400.315826,300,2033.68429
-27508.771734,300,2034.091574
-33025.887288,300,2036.094059
-85425.468516,300,2036.48688
-20414.143548,300,2036.894221
-33410.130158,300,2037.292383
-103829.628378,300,2037.685893
-119668.352487,300,2038.082896
-72991.414538,300,2038.492026
-38407.378789,300,2040.509264
-67685.281827,300,2040.905559
-17546.237669,300,2041.309519
-32221.371172,300,2041.70152
-85333.851361,300,2042.098051
-21189.032915,300,2042.503468
-37689.45693,300,2042.899819
-26931.515194,300,2044.964255
-4098.88199,300,2045.362571
-104620.11002,300,2045.774784
-25884.522241,300,2046.175212
-75307.753589,300,2046.618728
-69657.975735,300,2047.028247
-33790.881109,300,2047.427998
-25283.234477,300,2049.492875
-41028.383557,300,2049.901957
-43724.771577,300,2050.301173
-9887.51485,300,2050.708017
-104172.374033,300,2051.102988
-65542.329732,300,2051.510327
-75872.159007,300,2051.909316
-22116.002343,300,2053.942802
-77539.771872,300,2054.348849
-21710.074482,300,2054.744809
-7759.31806,300,2055.141335
-15691.790233,300,2055.54331
-70709.503631,300,2055.93547
-15274.448995,300,2057.934759
-82553.900774,300,2058.330945
-60042.942997,300,2058.735764
-15915.686552,300,2059.132055
-42472.608574,300,2059.527628
-33992.919031,300,2059.932121
-63779.389858,300,2060.328042
-40436.778211,300,2062.345373
-69940.220626,300,2062.758315
-92163.345951,300,2063.158396
-56898.972892,300,2063.558934
-84642.735572,300,2063.959373
-66522.264247,300,2064.368374
-106896.975638,300,2064.768403
-9629.428064,300,2066.929057
-24723.19171,300,2067.391165
-5687.381914,300,2067.791161
-67481.390436,300,2068.231076
-88216.264747,300,2068.644031
-22592.425675,300,2069.043285
-25016.334691,300,2069.443263
-3655.063852,300,2071.459813
-58456.904136,300,2071.867219
-76376.870604,300,2072.266349
-31713.295406,300,2072.665267
-19443.915882,300,2073.076715
-9543.638865,300,2073.47583
-86738.762745,300,2073.875519
-22253.200369,300,2075.915598
-14855.473354,300,2076.315183
-60602.37041,300,2076.760185
-49334.468994,300,2077.160185
-9291.249299,300,2077.579175
-37026.397289,300,2077.979478
-31830.485467,300,2079.997557
-55559.015357,300,2080.408447
-49710.387356,300,2080.800801
-23898.963627,300,2081.198804
-65048.37942,300,2081.607708
-26021.994856,300,2082.000418
-40097.372856,300,2082.397095
-13860.691946,300,2084.425581
-10161.301307,300,2084.832752
-27834.180351,300,2085.23141
-25109.345375,300,2085.630388
-46527.928359,300,2086.042027
-122620.651319,300,2086.442515
-15652.033761,300,2086.841807
-87127.171328,300,2088.877427
-13722.908479,300,2089.278795
-82985.585536,300,2089.679472
-15940.88897,300,2090.115183
-63982.118322,300,2090.531361
-4064.438877,300,2090.941532
-62954.54653,300,2091.366899
-21865.109362,300,2093.424806
-73879.014127,300,2093.825308
-10224.709047,300,2094.225381
-9428.021601,300,2094.632912
-23153.6054,300,2095.03572
-40488.353796,300,2095.441982
-19424.646029,300,2095.843363
-10322.6221,300,2097.884364
-32696.371565,300,2098.283651
-58861.384998,300,2098.682731
-20550.349955,300,2099.093904
-12795.81687,300,2099.493319
-82534.006493,300,2099.892245
-38821.457174,300,2100.299594
-14527.52916,300,2102.342898
-20646.588282,300,2102.743844
-112692.749032,300,2103.142535
-8399.257288,300,2103.549514
-19223.974166,300,2103.949614
-80285.59786,300,2104.3482
-51850.592427,300,2106.410706
-67499.555637,300,2106.809664
-97732.748733,300,2107.209015
-15404.307803,300,2107.615777
-14003.578806,300,2108.013977
-41913.469709,300,2108.412514
-19082.166762,300,2108.810737
-96823.685444,300,2110.85689
-19940.710044,300,2111.249972
-14872.824502,300,2111.646061
-98068.889074,300,2112.049805
-85709.754156,300,2112.445188
-50069.406287,300,2112.841181
-55833.140803,300,2113.243055
-43647.282732,300,2115.258385
-100047.193005,300,2115.652253
-16590.520943,300,2116.047887
-14030.606299,300,2116.451843
-69288.370894,300,2116.848255
-24161.045252,300,2117.245531
-34143.266786,300,2117.650329
-76634.369784,300,2119.716189
-21989.665315,300,2120.115635
-16799.939722,300,2120.750809
-23800.938851,300,2121.1511
-16654.372377,300,2121.548959
-65525.145825,300,2121.947489
-82557.993997,300,2122.365115
-88645.266228,300,2124.402135
-94829.593336,300,2124.802631
-21441.242234,300,2125.208858
-11485.367732,300,2125.606985
-58706.621696,300,2126.000865
-28009.294769,300,2126.41006
-99407.64708,300,2126.810046
-57063.326156,300,2128.827346
-77603.411922,300,2129.228101
-67466.504075,300,2129.638592
-57625.548897,300,2130.034778
-82847.824032,300,2130.434767
-51252.124261,300,2130.847503
-137790.505438,300,2132.877167
-51751.91291,300,2133.278822
-57329.09088,300,2133.691367
-26883.636506,300,2134.091388
-96445.894076,300,2134.492393
-72231.816852,300,2134.893278
-13046.466286,300,2135.300867
-57655.463493,300,2137.316123
-27856.108096,300,2137.715556
-20207.623691,300,2138.12657
-58929.074635,300,2138.530097
-21000.264554,300,2138.930428
-67405.225649,300,2139.344355
-28481.704076,300,2139.743141
-35627.354891,300,2141.758911
-14910.157101,300,2142.210372
-37157.708886,300,2142.652749
-33759.320052,300,2143.129055
-66755.071241,300,2143.525096
-79807.099399,300,2143.933676
-18954.159233,300,2144.34034
-98572.874471,300,2146.347249
-69354.320058,300,2146.762361
-85030.680945,300,2147.159299
-117918.178054,300,2147.559548
-42520.150061,300,2147.951435
-9427.32184,300,2148.356281
-34096.568672,300,2148.749822
-34227.420421,300,2150.779298
-25597.899184,300,2151.184614
-12599.121542,300,2151.583058
-90356.422294,300,2151.981292
-46840.708851,300,2152.39118
-65574.127442,300,2152.784513
-107438.377661,300,2153.180116
-49964.566033,300,2155.192641
-9591.459602,300,2155.601523
-57537.167547,300,2156.001988
-24072.530767,300,2156.407508
-8254.360714,300,2156.819182
-134407.498177,300,2157.274292
-41899.776031,300,2159.300185
-25406.043399,300,2159.709596
-44694.181995,300,2160.109383
-29918.280168,300,2160.507618
-5666.037266,300,2160.942702
-119057.034553,300,2161.35163
-58574.756714,300,2161.756538
-71313.533642,300,2163.793062
-56360.971111,300,2164.208933
-134922.082448,300,2164.610275
-12706.34541,300,2165.048823
-61696.984432,300,2165.466853
-89017.573406,300,2165.873561
-37827.5987,300,2166.267653
-27084.175182,300,2168.268107
-131345.28337,300,2168.678341
-42783.858139,300,2169.077677
-73229.555805,300,2169.477737
-30639.380931,300,2169.884346
-29377.724255,300,2170.284863
-56654.072254,300,2170.694681
-55194.256794,300,2172.708593
-119919.376799,300,2173.11175
-120500.595496,300,2173.518938
-26079.450631,300,2173.916807
-50708.421811,300,2174.327267
-53888.463481,300,2174.846995
-27843.081307,300,2175.266812
-90376.599069,300,2177.330025
-53648.393528,300,2177.732687
-129017.002804,300,2178.133847
-29423.989411,300,2178.542949
-33339.842499,300,2178.949234
-67062.584374,300,2179.363854
-60270.930456,300,2181.359311
-13896.039648,300,2181.781817
-12425.481517,300,2182.185247
-44645.766483,300,2182.583126
-68859.15669,300,2182.991062
-39525.676561,300,2183.611123
-81587.16227,300,2184.206879
-21789.314948,300,2186.193478
-35075.266848,300,2186.592331
-85270.291939,300,2186.990128
-117871.732275,300,2187.389546
-4879.256522,300,2187.797151
-56567.263605,300,2188.199388
-66311.693379,300,2188.597748
-54557.719703,300,2190.598396
-14036.682119,300,2191.004505
-11937.218273,300,2191.409336
-19922.401642,300,2191.924351
-25245.456423,300,2192.339262
-28866.922067,300,2192.749021
-19301.778766,300,2193.154455
-26306.353713,300,2195.199061
-73472.433627,300,2195.599857
-119499.154877,300,2196.01182
-52015.105284,300,2196.42924
-14336.792061,300,2196.826907
-69815.742601,300,2197.226075
-53841.291518,300,2197.749579
-26111.508188,300,2199.792656
-18990.531715,300,2200.191914
-62382.820276,300,2200.591064
-145355.238389,300,2200.99822
-9310.009395,300,2201.399947
-7001.162763,300,2201.799563
-18968.21867,300,2202.209216
-73180.895744,300,2204.217912
-21699.462998,300,2204.616449
-72114.597918,300,2205.027174
-69939.384497,300,2205.426935
-22909.595425,300,2205.824898
-51859.327049,300,2206.222582
-65082.128883,300,2208.222536
-108688.59746,300,2208.623605
-64530.583802,300,2209.017777
-45012.653999,300,2209.423914
-31858.764344,300,2209.824204
-88852.608655,300,2210.223337
-20358.156147,300,2210.632148
-63752.047413,300,2212.660833
-54702.688995,300,2213.06053
-98674.654023,300,2213.461514
-67470.186899,300,2213.876807
-22013.774625,300,2214.283838
-42315.632368,300,2214.683293
-53828.553986,300,2215.092416
-59107.453036,300,2217.193661
-3369.17415,300,2217.859004
-22083.370004,300,2218.376251
-41504.433188,300,2218.772316
-65661.02899,300,2219.166209
-20568.640807,300,2219.56397
-20917.95595,300,2219.973432
-19724.297614,300,2222.059642
-123654.528008,300,2222.456306
-81715.317333,300,2222.862231
-61452.569318,300,2223.26532
-66379.987482,300,2223.664267
-42702.605554,300,2224.074553
-93184.482567,300,2224.472129
-20111.929447,300,2226.446788
-21691.02337,300,2226.840978
-18892.19291,300,2227.245565
-18772.221641,300,2227.639754
-87765.378469,300,2228.030872
-93139.262651,300,2228.440276
-44964.873181,300,2228.831379
-24771.332667,300,2230.990177
-16942.463628,300,2231.450542
-25172.832659,300,2231.85659
-84170.093158,300,2232.274049
-33724.151207,300,2232.74918
-78479.111916,300,2233.243331
-30778.580844,300,2235.461066
-9883.651265,300,2235.851157
-20203.533148,300,2236.264757
-23742.458554,300,2236.661437
-13758.888004,300,2237.055823
-11369.048434,300,2237.463874
-109006.48002,300,2237.858873
-55183.162633,300,2239.846029
-82738.997406,300,2240.244684
-64181.996306,300,2240.657126
-9297.91406,300,2241.057843
-22621.510111,300,2241.457094
-26330.578255,300,2241.864007
-41094.338645,300,2242.277987
-118960.691967,300,2244.4237
-111343.561729,300,2244.847775
-31175.269107,300,2245.247119
-54461.286614,300,2245.645197
-6822.500294,300,2246.044213
-17226.39851,300,2246.45023
-85425.819547,300,2246.849222
-71221.246783,300,2248.863272
-31802.391873,300,2249.282985
-4039.713861,300,2249.755872
-49120.038258,300,2250.1481
-57690.138599,300,2250.563154
-31334.947731,300,2250.957649
-88591.992744,300,2251.358928
-43411.765493,300,2253.347007
-72476.125315,300,2253.759428
-19212.186712,300,2254.162598
-6686.828607,300,2254.563774
-16069.174733,300,2254.973346
-58601.078242,300,2255.369107
-24746.242554,300,2255.774035
-35912.008809,300,2257.964466
-93418.533038,300,2258.371414
-19880.09892,300,2258.781221
-13540.796243,300,2259.18137
-82129.156786,300,2259.59241
-21847.579786,300,2259.995224
-17447.842406,300,2262.012915
-24695.657808,300,2262.423543
-73330.119803,300,2262.826435
-52023.579567,300,2263.231468
-35362.082345,300,2263.646201
-43821.889995,300,2264.049295
-55783.562488,300,2264.449037
-60414.719584,300,2266.492411
-53761.043995,300,2266.897051
-7098.047152,300,2267.310531
-83338.304486,300,2267.707713
-84413.806879,300,2268.111915
-73859.378745,300,2268.5127
-33928.400596,300,2268.915689
-68090.234019,300,2270.955166
-35965.663696,300,2271.374674
-32124.317193,300,2271.782519
-81674.730486,300,2272.185698
-36044.129634,300,2272.596997
-7959.682362,300,2272.99978
-24241.202215,300,2273.405036
-24930.316784,300,2275.428933
-34885.468898,300,2275.824928
-61913.054617,300,2276.221597
-58593.245935,300,2276.624233
-11621.967127,300,2277.023643
-11979.61847,300,2277.42544
-27280.68558,300,2277.824384
-9041.1813,300,2279.933159
-16632.727038,300,2280.342084
-71764.030108,300,2280.740586
-24032.471471,300,2281.14518
-67873.954841,300,2281.546248
-31713.491525,300,2281.957494
-101819.563911,300,2283.97356
-28327.324172,300,2284.371559
-9571.279053,300,2284.774882
-21365.464733,300,2285.171845
-75168.224419,300,2285.57998
-66071.742923,300,2285.979464
-39764.741512,300,2286.38768
-106032.849251,300,2288.424715
-59579.043934,300,2288.99295
-39011.19131,300,2289.393847
-38246.626095,300,2289.806909
-12414.19141,300,2290.205291
-21578.323269,300,2290.612286
-90270.143515,300,2291.011292
-12243.826882,300,2293.073747
-53425.312597,300,2293.728781
-70563.46648,300,2294.128829
-99209.329785,300,2294.531773
-52846.18321,300,2294.926001
-32150.326784,300,2295.319657
-28018.055212,300,2295.726521
-28937.918998,300,2297.798862
-71879.469349,300,2298.19119
-106046.872359,300,2298.581529
-22457.518497,300,2298.979837
-56409.339089,300,2299.371583
-97227.711592,300,2299.757574
-74693.847719,300,2300.159908
-25930.49372,300,2302.155864
-21415.016037,300,2302.554874
-19630.250902,300,2302.954632
-21924.975659,300,2303.35021
-78013.995371,300,2303.748162
-11813.969524,300,2304.142548
-10666.222057,300,2304.555405
-104176.509686,300,2306.548559
-62807.632833,300,2307.098594
-16713.288523,300,2307.766817
-84032.61563,300,2308.255314
-30833.286159,300,2308.66258
-65494.064402,300,2309.071569
-10938.302218,300,2311.090764
-12222.456765,300,2311.48262
-20619.64081,300,2311.881629
-35620.960581,300,2312.28235
-25653.274363,300,2312.686145
-24684.024865,300,2313.092592
-67417.911666,300,2313.607335
-11132.79991,300,2315.795002
-57060.021659,300,2316.460339
-19415.053972,300,2316.874655
-17719.562629,300,2317.366513
-52012.209906,300,2317.772126
-126504.425959,300,2318.171635
-12450.346154,300,2318.577949
-41363.601167,300,2320.561064
-18259.862309,300,2320.956956
-74874.503221,300,2321.362903
-61184.43262,300,2321.756418
-78350.421616,300,2322.149899
-29574.7931,300,2322.554326
-52099.731205,300,2322.945209
-27975.592308,300,2324.959566
-37680.529808,300,2325.361091
-21759.348265,300,2325.771778
-20754.847294,300,2326.166442
-54106.465133,300,2326.564747
-56406.885959,300,2326.976289
-74049.624751,300,2327.379255
-28451.999426,300,2329.460973
-11498.269143,300,2329.865826
-63329.688663,300,2330.272754
-69478.371293,300,2330.669281
-20668.027799,300,2331.07095
-95438.254418,300,2331.487055
-30103.18948,300,2331.892452
-26917.827509,300,2333.866707
-21083.91445,300,2334.281095
-19130.353522,300,2334.67576
-32201.73369,300,2335.072141
-51432.634619,300,2335.486979
-22281.958414,300,2335.878664
-21153.853835,300,2337.826602
-38672.012691,300,2338.221804
-22517.16044,300,2338.624973
-77593.41843,300,2339.022515
-23115.925185,300,2339.414333
-55047.315189,300,2339.820499
-22617.233832,300,2340.213331
-37455.116083,300,2342.265195
-11937.125069,300,2342.673276
-62832.952225,300,2343.07908
-11810.88019,300,2343.488699
-98233.455659,300,2343.894153
-91170.32089,300,2344.341384
-21218.825082,300,2344.73842
-13191.388176,300,2346.688396
-58024.352821,300,2347.090302
-17037.888049,300,2347.482172
-52738.109114,300,2347.876219
-14154.058276,300,2348.276558
-53884.091133,300,2348.675158
-22271.283793,300,2349.071585
-21258.18287,300,2351.061825
-60812.119709,300,2351.462375
-49004.008901,300,2351.855735
-14706.339888,300,2352.24738
-22327.883195,300,2352.648628
-64884.05181,300,2353.042143
-9309.083074,300,2353.439273
-82828.330291,300,2355.465109
-23962.590106,300,2355.860744
-66109.628591,300,2356.261785
-11400.418615,300,2356.65641
-49634.892076,300,2357.0651
-11786.855898,300,2357.463629
-57467.927978,300,2357.858335
-29384.292438,300,2359.844912
-72825.244079,300,2360.254367
-64120.972145,300,2360.64853
-3499.253019,300,2361.063199
-22655.315089,300,2361.466041
-37109.177213,300,2361.863398
-14976.88832,300,2364.015196
-17867.314384,300,2364.512022
-32064.076806,300,2365.005733
-39313.116076,300,2365.40728
-18347.748884,300,2365.820229
-16993.508169,300,2366.214694
-24671.534554,300,2366.613235
-56001.925787,300,2368.811383
-23799.184646,300,2369.22296
-8559.439736,300,2369.621413
-91027.06099,300,2370.022434
-24960.558943,300,2370.431747
-104237.841722,300,2370.831263
-28705.086436,300,2371.23013
-160302.898637,300,2373.229683
-20894.181371,300,2373.622413
-26586.443926,300,2374.037957
-34729.797289,300,2374.447114
-30349.100919,300,2374.848533
-17744.530293,300,2375.243174
-36805.667159,300,2375.637847
-50121.853741,300,2377.637491
-32039.47272,300,2378.143517
-82294.419424,300,2378.542189
-21826.235451,300,2378.946322
-64125.419264,300,2379.343036
-30143.017404,300,2379.739901
-86277.888874,300,2380.146424
-54799.392728,300,2382.131553
-117175.590515,300,2382.526403
-12285.45537,300,2383.043469
-49757.257749,300,2383.709548
-20506.223593,300,2384.106308
-9233.788432,300,2384.497289
-44651.276372,300,2384.896217
-79221.74072,300,2386.877022
-24546.780158,300,2387.274155
-85090.86935,300,2387.682065
-33296.060423,300,2388.087147
-37320.406377,300,2388.490949
-60576.888745,300,2388.893387
-58573.649637,300,2390.938945
-18250.354275,300,2391.363207
-43950.934226,300,2391.769959
-34576.203713,300,2392.180847
-10246.956645,300,2392.578948
-5083.285769,300,2392.979949
-45975.957692,300,2393.389218
-26910.555575,300,2395.421019
-29295.67115,300,2395.825589
-26902.005247,300,2396.225608
-9544.225545,300,2396.637423
-20141.930145,300,2397.037297
-101068.939905,300,2397.440282
-78057.305616,300,2397.853359
-9955.870261,300,2399.823417
-17810.168882,300,2400.215225
-11307.216422,300,2400.624672
-12698.792933,300,2401.022832
-62886.586509,300,2401.423599
-27123.28252,300,2401.813916
-6950.295739,300,2402.220649
-55490.345594,300,2404.219818
-10009.399472,300,2404.610087
-18471.980946,300,2405.014326
-19098.721475,300,2405.412217
-81118.539265,300,2405.809492
-14413.606154,300,2406.221168
-6069.580404,300,2406.620724
-64024.804731,300,2408.605108
-29618.368064,300,2409.001386
-95789.753179,300,2409.425758
-9087.881295,300,2409.822516
-22876.919087,300,2410.307194
-22192.297047,300,2410.736642
-17095.725857,300,2412.727853
-23832.956183,300,2413.127656
-78412.707731,300,2413.54036
-22319.109236,300,2414.121314
-39509.936073,300,2414.562255
-113705.151941,300,2414.955283
-68893.458285,300,2415.356927
-75560.503977,300,2417.458797
-11899.923494,300,2417.856455
-17427.626493,300,2418.51512
-50096.206178,300,2418.939571
-51254.613322,300,2419.330199
-8236.776073,300,2419.740391
-59804.053451,300,2420.142852
-34770.527449,300,2422.169969
-35382.679984,300,2422.559213
-86539.906358,300,2422.965392
-44158.15904,300,2423.359777
-46539.095326,300,2423.759892
-89095.645334,300,2424.162788
-19729.175521,300,2424.55883
-11301.768559,300,2426.654248
-15608.278208,300,2427.060708
-47715.869691,300,2427.45518
-20077.147379,300,2427.848062
-4142.748095,300,2428.241255
-5385.304173,300,2428.644392
-6365.727033,300,2429.039478
-41735.345901,300,2431.042454
-25831.22574,300,2431.454674
-18732.22578,300,2431.844652
-58119.08734,300,2432.238798
-56237.788764,300,2432.638041
-101894.541839,300,2433.02771
-13733.842627,300,2433.422819
-89007.584886,300,2435.595291
-91552.009868,300,2435.99656
-65710.565646,300,2436.392351
-13502.047844,300,2436.790327
-19227.752009,300,2437.205093
-15388.916643,300,2437.597338
-57268.511786,300,2439.626725
-88506.924344,300,2440.028627
-82663.077343,300,2440.42317
-54378.799492,300,2440.824144
-48682.145583,300,2441.223053
-5495.994236,300,2441.637526
-19217.203377,300,2442.088172
-23705.038258,300,2444.1463
-84902.207808,300,2444.556952
-43660.184667,300,2444.95877
-10179.339875,300,2445.358255
-77401.423055,300,2445.845923
-70436.364019,300,2446.246702
-48630.437919,300,2446.64739
-50420.553001,300,2448.764846
-22190.587206,300,2449.186216
-105880.029562,300,2449.588873
-6060.011581,300,2449.985739
-64611.104158,300,2450.394996
-14973.871333,300,2450.796483
-58350.025947,300,2451.195449
-15789.050382,300,2453.241128
-77315.390144,300,2453.638662
-51645.693129,300,2454.036307
-62350.365336,300,2454.438677
-73561.375643,300,2454.856919
-29851.871265,300,2455.259788
-80027.373869,300,2455.659724
-16241.572344,300,2457.694182
-18420.979103,300,2458.095222
-31174.419995,300,2458.494764
-57715.718504,300,2458.906623
-4627.421721,300,2459.303963
-35276.529587,300,2459.704784
-51101.471789,300,2460.107293
-7643.081995,300,2462.142527
-30726.663348,300,2462.545878
-17372.077216,300,2462.942476
-3613.080524,300,2463.346913
-18738.307466,300,2463.745443
-63535.738055,300,2464.143911
-4414.319392,300,2466.238989
-62785.946783,300,2466.643936
-57132.491359,300,2467.042385
-12196.253247,300,2467.44237
-65809.300879,300,2467.858624
-75344.090251,300,2468.258602
-16761.066328,300,2468.657555
-96719.401811,300,2470.707669
-141256.369613,300,2471.109342
-28787.588629,300,2471.510956
-47861.329255,300,2471.923022
-15214.406752,300,2472.325768
-20700.469552,300,2472.728826
-108579.870529,300,2473.141433
-29967.942231,300,2475.21347
-60129.03329,300,2475.624191
-13652.427435,300,2476.030948
-83137.517467,300,2476.441449
-46045.103654,300,2476.843436
-25744.088688,300,2477.243842
-78831.099053,300,2477.667521
-53027.520543,300,2479.696822
-14804.779973,300,2480.097361
-27590.669467,300,2480.59379
-10107.985644,300,2481.002993
-61150.525814,300,2481.404042
-64547.762531,300,2481.806909
-10598.102223,300,2482.223011
-49291.468963,300,2484.425925
-16840.511224,300,2484.820545
-6085.890809,300,2485.240244
-24201.54286,300,2485.641175
-137904.820519,300,2486.044585
-17480.961439,300,2486.442866
-18141.778551,300,2486.853126
-23920.404983,300,2488.879179
-73097.491078,300,2489.281118
-108292.020021,300,2489.691738
-38701.151217,300,2490.086514
-73701.489432,300,2490.485379
-18968.374764,300,2490.90288
-84040.763401,300,2492.924917
-86023.032028,300,2493.322185
-64391.562935,300,2493.71434
-43950.813746,300,2494.122198
-59879.549744,300,2494.520693
-89000.644017,300,2495.037098
-57007.766865,300,2495.444143
-5254.593267,300,2497.459186
-10367.533923,300,2497.858764
-52892.890839,300,2498.27141
-22814.472569,300,2498.671619
-10510.9749,300,2499.069705
-26240.925371,300,2499.468831
-70820.972284,300,2499.877655
-7738.550387,300,2501.923797
-92254.310188,300,2502.327547
-64340.046663,300,2502.739061
-49772.560416,300,2503.139066
-94018.902229,300,2503.540521
-70258.828341,300,2503.953825
-29899.906905,300,2504.356087
-8779.641342,300,2506.378148
-11256.810418,300,2506.777264
-7636.587961,300,2507.187349
-12122.530613,300,2507.586902
-62797.552998,300,2507.98516
-84774.490227,300,2508.389989
-20143.900711,300,2508.787946
-137736.538619,300,2510.92286
-79251.01563,300,2511.33036
-16114.623264,300,2511.726885
-49847.262007,300,2512.123681
-57585.42072,300,2512.521248
-44883.126725,300,2512.928485
-15932.615132,300,2514.908715
-87259.978302,300,2515.308228
-28028.86678,300,2515.719826
-120392.498911,300,2516.119373
-49371.307695,300,2516.51883
-22883.882697,300,2516.925858
-77638.788488,300,2517.322536
-12850.364259,300,2519.442856
-55630.25077,300,2520.062485
-46379.057361,300,2520.469091
-3878.694588,300,2520.862058
-21074.985518,300,2521.259516
-20050.348325,300,2521.669245
-13730.351386,300,2522.06203
-26217.974193,300,2524.11197
-21733.301457,300,2524.521273
-9791.110779,300,2524.921214
-13188.453493,300,2525.43776
-75552.433933,300,2525.837228
-6760.478367,300,2526.242898
-63707.212617,300,2526.639968
-95488.539437,300,2528.663169
-21303.202321,300,2529.072823
-44399.228444,300,2529.47251
-20281.052812,300,2529.871213
-55189.660474,300,2530.277512
-32361.508478,300,2530.676431
-78028.999388,300,2531.07598
-21774.328197,300,2533.102898
-62022.434812,300,2533.51041
-51633.186584,300,2533.908927
-14985.159421,300,2534.308856
-14618.781974,300,2534.719743
-86520.628357,300,2535.118456
-7773.282831,300,2535.513032
-32331.289305,300,2537.579683
-10115.533383,300,2537.985117
-15418.139763,300,2538.3857
-60245.169867,300,2538.786124
